"unigram","frequency"
"therapy",41
"they've",41
"troops",41
"wanting",41
"weekly",41
"youth",41
"activity",40
"behavior",40
"bob",40
"boss",40
"brief",40
"brings",40
"ceo",40
"childhood",40
"decades",40
"deficit",40
"designer",40
"dessert",40
"dish",40
"dishes",40
"existing",40
"experienced",40
"fee",40
"fiction",40
"flat",40
"grew",40
"heads",40
"here’s",40
"honey",40
"housing",40
"hundreds",40
"ignored",40
"immigration",40
"indian",40
"jan",40
"jump",40
"landscape",40
"marathon",40
"marshall",40
"nervous",40
"offering",40
"operating",40
"perform",40
"prime",40
"rarely",40
"recipes",40
"responsible",40
"specialty",40
"supporting",40
"taught",40
"universal",40
"unlike",40
"users",40
"votes",40
"wild",40
"yea",40
"advertising",39
"agencies",39
"associated",39
"authorities",39
"beans",39
"bond",39
"bonds",39
"bunch",39
"cast",39
"centers",39
"confirmed",39
"cooked",39
"criminal",39
"dallas",39
"drinks",39
"employee",39
"expert",39
"fallen",39
"falling",39
"flavor",39
"german",39
"handed",39
"hang",39
"hole",39
"lawyers",39
"leg",39
"letting",39
"listed",39
"literally",39
"metal",39
"michigan",39
"opposite",39
"planet",39
"playoffs",39
"plot",39
"pregnant",39
"profit",39
"punch",39
"solar",39
"spanish",39
"supporters",39
"tip",39
"tools",39
"typical",39
"village",39
"writes",39
"accepted",38
"adventure",38
"announcement",38
"ap",38
"breast",38
"burning",38
"celebration",38
"champion",38
"cleaning",38
"correct",38
"craft",38
"developed",38
"facility",38
"figures",38
"haven’t",38
"heaven",38
"incredibly",38
"initial",38
"item",38
"jon",38
"limit",38
"lt",38
"neighbors",38
"northern",38
"northwest",38
"packed",38
"passion",38
"personally",38
"pittsburgh",38
"prayer",38
"pro",38
"professor",38
"random",38
"recession",38
"shift",38
"somebody",38
"studying",38
"suffered",38
"suffering",38
"suggest",38
"theme",38
"thin",38
"threat",38
"v",38
"anywhere",37
"arena",37
"army",37
"ban",37
"cap",37
"carefully",37
"cheap",37
"code",37
"cuz",37
"da",37
"described",37
"dining",37
"era",37
"exchange",37
"exist",37
"failure",37
"freshman",37
"hannah",37
"invest",37
"israel",37
"kansas",37
"loose",37
"manner",37
"marijuana",37
"miller",37
"nba",37
"opposition",37
"parks",37
"recording",37
"represent",37
"sacramento",37
"seasons",37
"settled",37
"shut",37
"solo",37
"speed",37
"studies",37
"studio",37
"ultimately",37
"uses",37
"vacation",37
"wood",37
"woods",37
"believed",36
"blocks",36
"captain",36
"carter",36
"concept",36
"confidence",36
"counts",36
"crash",36
"creek",36
"deeply",36
"determine",36
"dirty",36
"effective",36
"fees",36
"forgot",36
"gary",36
"homemade",36
"illinois",36
"invited",36
"kinda",36
"ladies",36
"mall",36
"meanwhile",36
"minds",36
"necessarily",36
"net",36
"nights",36
"patients",36
"perry",36
"pet",36
"phoenix",36
"pink",36
"pointed",36
"purchased",36
"reaching",36
"rental",36
"reputation",36
"request",36
"revealed",36
"richard",36
"root",36
"row",36
"ryan",36
"sexy",36
"sing",36
"snap",36
"spiritual",36
"stopping",36
"suck",36
"worries",36
"zero",36
"accounts",35
"active",35
"anthony",35
"appeals",35
"approved",35
"argument",35
"austin",35
"bars",35
"besides",35
"bold",35
"boston",35
"boyfriend",35
"commitment",35
"company's",35
"connection",35
"contemporary",35
"contest",35
"context",35
"courses",35
"crap",35
"cutting",35
"dan",35
"deals",35
"distance",35
"documents",35
"drawing",35
"emotional",35
"england",35
"fail",35
"fairly",35
"favor",35
"fellow",35
"forest",35
"formed",35
"grain",35
"handle",35
"heights",35
"hoped",35
"hunger",35
"inch",35
"investigators",35
"jewish",35
"knee",35
"label",35
"length",35
"lies",35
"lincoln",35
"liquid",35
"manufacturing",35
"medicine",35
"minister",35
"mobile",35
"newspaper",35
"package",35
"pitchers",35
"plate",35
"postseason",35
"practices",35
"promises",35
"propaganda",35
"publisher",35
"queen",35
"ray",35
"regarding",35
"requires",35
"seventh",35
"shape",35
"signature",35
"sleeping",35
"smoke",35
"sr",35
"status",35
"struck",35
"suggestions",35
"suppose",35
"supreme",35
"testing",35
"theory",35
"tips",35
"today's",35
"tower",35
"treated",35
"trips",35
"admit",34
"africa",34
"aggressive",34
"analysis",34
"angel",34
"attended",34
"attorneys",34
"believes",34
"blessed",34
"cameras",34
"checking",34
"colour",34
"combine",34
"contracts",34
"corruption",34
"cultural",34
"dec",34
"demand",34
"destination",34
"documentary",34
"elections",34
"entry",34
"excitement",34
"fame",34
"generally",34
"grilled",34
"guests",34
"hawaii",34
"impossible",34
"inning",34
"investors",34
"keeps",34
"legislation",34
"lmao",34
"maker",34
"marked",34
"mini",34
"ncaa",34
"noon",34
"nuclear",34
"officially",34
"originally",34
"pacific",34
"philadelphia",34
"prefer",34
"produced",34
"races",34
"reaction",34
"resolution",34
"responsibility",34
"rid",34
"rolling",34
"she’s",34
"slowly",34
"specifically",34
"standards",34
"tale",34
"thankful",34
"they'll",34
"topic",34
"trading",34
"winners",34
"accident",33
"adam",33
"attempting",33
"attend",33
"bake",33
"bills",33
"blessing",33
"bodies",33
"boost",33
"bout",33
"buried",33
"cardinals",33
"cited",33
"complicated",33
"consistent",33
"constantly",33
"crisis",33
"defensive",33
"discussed",33
"drew",33
"elementary",33
"emotions",33
"ensure",33
"fault",33
"fewer",33
"finals",33
"forth",33
"giant",33
"gifts",33
"highway",33
"historic",33
"horse",33
"houses",33
"howard",33
"injuries",33
"introduce",33
"knock",33
"lessons",33
"letters",33
"license",33
"losses",33
"markets",33
"partners",33
"performed",33
"possession",33
"previously",33
"publishing",33
"remind",33
"requests",33
"rush",33
"sandwich",33
"scoring",33
"sexual",33
"sight",33
"smoking",33
"smooth",33
"somewhat",33
"southern",33
"stops",33
"talented",33
"tears",33
"tebow",33
"temperature",33
"tests",33
"throwing",33
"tied",33
"vast",33
"vegetables",33
"violent",33
"wave",33
"weak",33
"wet",33
"women's",33
"2,000",32
"actor",32
"affect",32
"application",32
"arrest",32
"asks",32
"assistant",32
"attending",32
"cat",32
"chances",32
"companion",32
"describe",32
"designs",32
"doors",32
"editor",32
"entirely",32
"escape",32
"explained",32
"filing",32
"flour",32
"flower",32
"ford",32
"foster",32
"france",32
"gallery",32
"golf",32
"houston",32
"ii",32
"innings",32
"japan",32
"joseph",32
"kennedy",32
"kings",32
"liberal",32
"lift",32
"loud",32
"meals",32
"messages",32
"nationwide",32
"neck",32
"newark",32
"normally",32
"opens",32
"pants",32
"performing",32
"perspective",32
"pitch",32
"proof",32
"refused",32
"relations",32
"relatively",32
"sam",32
"sentence",32
"ship",32
"shirts",32
"silly",32
"singer",32
"situations",32
"sources",32
"spa",32
"stake",32
"stewart",32
"tech",32
"testimony",32
"tight",32
"traded",32
"trail",32
"transportation",32
"values",32
"visitors",32
"volunteers",32
"windows",32
"wise",32
"4th",31
"acknowledged",31
"acres",31
"advanced",31
"afford",31
"ale",31
"alex",31
"anger",31
"answers",31
"appearances",31
"arm",31
"attitude",31
"auto",31
"bedroom",31
"bird",31
"bless",31
"canada",31
"capacity",31
"celebrated",31
"cheaper",31
"chef",31
"circle",31
"commerce",31
"confident",31
"corp",31
"crying",31
"dealing",31
"deserve",31
"destroy",31
"detail",31
"device",31
"dry",31
"employment",31
"evil",31
"excuse",31
"extreme",31
"farmers",31
"feed",31
"feelings",31
"finishing",31
"founder",31
"fox",31
"grateful",31
"gt",31
"harder",31
"horror",31
"hosting",31
"http",31
"injury",31
"irish",31
"jose",31
"luxury",31
"manhattan",31
"max",31
"models",31
"monthly",31
"northeast",31
"oakland",31
"operation",31
"orioles",31
"painted",31
"peak",31
"personnel",31
"phrase",31
"preparing",31
"prevent",31
"print",31
"pushed",31
"reform",31
"regulation",31
"relationships",31
"revenue",31
"revolution",31
"rolled",31
"royal",31
"saved",31
"shadow",31
"soldiers",31
"solution",31
"spots",31
"stayed",31
"string",31
"techniques",31
"typically",31
"walker",31
"witness",31
"y",31
"actress",30
"acts",30
"aircraft",30
"alert",30
"alleged",30
"andy",30
"assume",30
"ate",30
"bible",30
"bike",30
"bitch",30
"blow",30
"bonus",30
"bottles",30
"breaks",30
"breath",30
"breathe",30
"carrying",30
"ceiling",30
"circuit",30
"classroom",30
"communities",30
"concern",30
"contains",30
"dc",30
"debut",30
"decade",30
"dedicated",30
"definition",30
"ducks",30
"eastern",30
"elements",30
"eric",30
"expand",30
"experts",30
"factor",30
"favourite",30
"featuring",30
"focusing",30
"grants",30
"hills",30
"historical",30
"household",30
"hughes",30
"immigrants",30
"incredible",30
"italian",30
"jail",30
"kinds",30
"lane",30
"larry",30
"links",30
"lone",30
"meetings",30
"moves",30
"nasty",30
"naturally",30
"offense",30
"offices",30
"painting",30
"pale",30
"paris",30
"pen",30
"penn",30
"pension",30
"pepper",30
"piano",30
"plane",30
"pray",30
"prescription",30
"presents",30
"providing",30
"reflect",30
"relative",30
"religion",30
"reminded",30
"representing",30
"riley",30
"runner",30
"sample",30
"silent",30
"sir",30
"speaker",30
"supply",30
"thats",30
"topics",30
"violations",30
"waited",30
"weapons",30
"wit",30
"yay",30
"20th",29
"aaron",29
"abandoned",29
"acting",29
"attached",29
"awkward",29
"bits",29
"campus",29
"careful",29
"celebrity",29
"chat",29
"clients",29
"comfort",29
"compete",29
"conditions",29
"constitution",29
"continuing",29
"deeper",29
"deliver",29
"delivery",29
"demands",29
"dennis",29
"direct",29
"dozen",29
"dressed",29
"driven",29
"earn",29
"entered",29
"facilities",29
"flip",29
"grocery",29
"h",29
"harry",29
"identify",29
"indians",29
"ink",29
"joke",29
"keys",29
"mood",29
"numerous",29
"ongoing",29
"outdoor",29
"picking",29
"pork",29
"raising",29
"ranch",29
"reasonable",29
"reference",29
"reminds",29
"resident",29
"responded",29
"route",29
"saving",29
"sessions",29
"shock",29
"shout",29
"sin",29
"spoke",29
"surprising",29
"survive",29
"sweep",29
"swing",29
"terrible",29
"thrown",29
"topped",29
"trailing",29
"tries",29
"ugh",29
"units",29
"veterans",29
"victim",29
"wore",29
"actors",28
"aged",28
"ages",28
"argue",28
"assault",28
"authors",28
"believing",28
"bell",28
"belt",28
"bro",28
"chest",28
"chrysler",28
"clock",28
"collected",28
"conduct",28
"conducted",28
"connect",28
"cookie",28
"damaged",28
"dash",28
"decent",28
"declared",28
"desk",28
"drunk",28
"duty",28
"ed",28
"essentially",28
"fate",28
"finds",28
"flavors",28
"fort",28
"franchise",28
"franklin",28
"furniture",28
"gordon",28
"gospel",28
"graduate",28
"happily",28
"happiness",28
"holds",28
"hops",28
"hungry",28
"increasingly",28
"initiative",28
"intense",28
"interviewed",28
"jay",28
"lab",28
"laying",28
"leads",28
"lesson",28
"longtime",28
"map",28
"math",28
"merely",28
"mo",28
"mode",28
"mother's",28
"portion",28
"potentially",28
"presidential",28
"professionals",28
"raw",28
"recognize",28
"rep",28
"repeatedly",28
"reporters",28
"representatives",28
"returning",28
"risks",28
"sentiment",28
"serves",28
"sets",28
"sf",28
"shake",28
"sheet",28
"staying",28
"stepped",28
"struggling",28
"tampa",28
"tape",28
"tastes",28
"taxpayers",28
"teen",28
"tender",28
"thousand",28
"tigers",28
"toll",28
"tomatoes",28
"tongue",28
"touchdown",28
"tracks",28
"universe",28
"valuable",28
"virginia",28
"volunteer",28
"wings",28
"wishes",28
"1,000",27
"10,000",27
"9th",27
"abortion",27
"adams",27
"afghanistan",27
"amendment",27
"answered",27
"appointment",27
"armed",27
"asian",27
"bat",27
"bet",27
"brewer",27
"broad",27
"burger",27
"burn",27
"candy",27
"casino",27
"cats",27
"cheer",27
"chick",27
"children's",27
"cincinnati",27
"courts",27
"cow",27
"creation",27
"deadline",27
"depending",27
"discover",27
"districts",27
"edition",27
"elsewhere",27
"essential",27
"exact",27
"excessive",27
"expecting",27
"extent",27
"fits",27
"follows",27
"frame",27
"generations",27
"gingrich",27
"god’s",27
"grey",27
"henry",27
"hockey",27
"humor",27
"illness",27
"increases",27
"ireland",27
"jazz",27
"journal",27
"lil",27
"mexican",27
"minded",27
"mitt",27
"morris",27
"mutual",27
"nov",27
"occasionally",27
"patterns",27
"perfectly",27
"pleasure",27
"positions",27
"possibility",27
"profits",27
"proved",27
"queens",27
"rating",27
"recommended",27
"recorded",27
"represented",27
"represents",27
"reviews",27
"ruling",27
"salmon",27
"seeds",27
"sees",27
"selection",27
"shoulder",27
"sons",27
"sought",27
"spoken",27
"steven",27
"surrounded",27
"thanksgiving",27
"til",27
"tourists",27
"triple",27
"unexpected",27
"upcoming",27
"vikings",27
"visits",27
"vital",27
"voting",27
"walks",27
"walls",27
"wash",27
"wayne",27
"we’ll",27
"wheat",27
"woke",27
"academy",26
"accessories",26
"alright",26
"amazon",26
"ann",26
"announce",26
"applying",26
"appreciation",26
"aren’t",26
"asleep",26
"aspects",26
"awful",26
"balls",26
"bathroom",26
"beaten",26
"belief",26
"boards",26
"branch",26
"brilliant",26
"bubble",26
"bush",26
"ceremony",26
"charming",26
"conflict",26
"constitutional",26
"cruise",26
"curious",26
"custom",26
"dancing",26
"deaths",26
"diabetes",26
"dick",26
"discuss",26
"dust",26
"elite",26
"embrace",26
"engaged",26
"error",26
"estimated",26
"ex",26
"extended",26
"featured",26
"ff",26
"figured",26
"firms",26
"fixed",26
"fortunately",26
"friendship",26
"girlfriend",26
"he'd",26
"he’d",26
"hotels",26
"hung",26
"increasing",26
"inmates",26
"innocent",26
"instructions",26
"jason",26
"jeff",26
"joint",26
"landed",26
"lawsuit",26
"mainly",26
"membership",26
"michelle",26
"multi",26
"nation's",26
"noise",26
"nose",26
"onions",26
"paintings",26
"performances",26
"permit",26
"photographer",26
"pic",26
"pleased",26
"prayers",26
"preparation",26
"productive",26
"quote",26
"ranked",26
"reply",26
"roasted",26
"robinson",26
"roots",26
"santorum",26
"secretary",26
"selected",26
"severe",26
"signing",26
"simon",26
"smiles",26
"stated",26
"stress",26
"struggled",26
"suffer",26
"tear",26
"technical",26
"threatening",26
"tie",26
"trenton",26
"useful",26
"vegetable",26
"wilson",26
"wondered",26
"wrap",26
"y'all",26
"3rd",25
"absence",25
"accurate",25
"agents",25
"analyst",25
"atlantic",25
"babies",25
"bands",25
"barbara",25
"beats",25
"behalf",25
"belong",25
"bomb",25
"brad",25
"broadcast",25
"buzz",25
"carries",25
"chamber",25
"chopped",25
"claimed",25
"client",25
"clothing",25
"conclusion",25
"consistency",25
"copies",25
"cousin",25
"creamy",25
"dare",25
"decline",25
"del",25
"desert",25
"disappeared",25
"dried",25
"ease",25
"edwards",25
"emails",25
"engineer",25
"eu",25
"explore",25
"finance",25
"forms",25
"frozen",25
"funded",25
"garlic",25
"greens",25
"hahaha",25
"hide",25
"hitting",25
"identity",25
"impressive",25
"industrial",25
"intent",25
"introduced",25
"kingdom",25
"latter",25
"lawyer",25
"layer",25
"legislature",25
"maintain",25
"materials",25
"matthew",25
"mirror",25
"nancy",25
"nyc",25
"odd",25
"pasta",25
"phones",25
"pit",25
"pleaded",25
"politicians",25
"procedure",25
"protesters",25
"puts",25
"register",25
"rejected",25
"remained",25
"removal",25
"requirements",25
"reserve",25
"respond",25
"retailers",25
"savings",25
"scary",25
"secure",25
"shame",25
"significance",25
"slices",25
"speaks",25
"sucks",25
"terry",25
"tho",25
"thompson",25
"torn",25
"transition",25
"twenty",25
"types",25
"ugly",25
"un",25
"unknown",25
"upper",25
"urban",25
"vegas",25
"vehicles",25
"wing",25
"wire",25
"wisconsin",25
"yoga",25
"zimmerman",25
"academic",24
"accompanied",24
"adds",24
"administrative",24
"aldridge",24
"anticipated",24
"antonio",24
"approval",24
"athletic",24
"birds",24
"blank",24
"blogging",24
"bone",24
"bow",24
"broadway",24
"browns",24
"buttons",24
"celebrities",24
"climate",24
"closet",24
"coaching",24
"colleagues",24
"columbia",24
"combat",24
"comic",24
"convention",24
"counsel",24
"crack",24
"dating",24
"defined",24
"depth",24
"diet",24
"dm",24
"educational",24
"elliott",24
"engineering",24
"estate",24
"examples",24
"factors",24
"faculty",24
"frequently",24
"gaming",24
"gap",24
"gently",24
"grader",24
"greatly",24
"hadn't",24
"hilarious",24
"hired",24
"horrible",24
"hundred",24
"ian",24
"identified",24
"improved",24
"improvements",24
"inner",24
"interior",24
"jam",24
"justin",24
"kindle",24
"leaf",24
"lie",24
"lighting",24
"lists",24
"mac",24
"midnight",24
"native",24
"nigga",24
"orlando",24
"orleans",24
"painful",24
"participants",24
"peppers",24
"percentage",24
"pickup",24
"pleasant",24
"pregnancy",24
"presentation",24
"pride",24
"producing",24
"promised",24
"promising",24
"pub",24
"rear",24
"recover",24
"relevant",24
"routine",24
"scores",24
"sen",24
"sharp",24
"shops",24
"smiling",24
"stamp",24
"stocks",24
"stomach",24
"structure",24
"suggests",24
"suicide",24
"sunny",24
"susan",24
"tank",24
"teeth",24
"temperatures",24
"tested",24
"ton",24
"trash",24
"tuned",24
"vanilla",24
"wealth",24
